File,PV_list_lemmtaized,Difficulty,Duration,k1_percent,k2_percent,k3_percent,k1_2_percent,k1_3_percent,k1_4_percent,k1_5_percent,k1_6_percent,Accent,Genre,URL
AL254,"think of, think of, form by, return to, reserve for, practice by, know as, fall into, travel into, emerge at, leave from, slice into, act as, focus on, coincide with, write into, know as, write in, date to, base on, shrink down, escape from, accompany by, know as, write at, use for, be over, divide into, discover in, adapt by, fit to, move towards, spread to, date to, find in, sound out, arrive at, emerge along, use by, base on, borrow from, begin with, stand for, know of, stand for, know of, look for",15,8.31,56,16,10,72,83,86,86,87,American,AL,https://www.youtube.com/watch?v=6QePjkA3iBg
AL255,"regard as, rub against, play with, pull from, transfer onto, create by, reserve for, set out, create by, pull on, increase due, demonstrate by, bring near, pull through, set up, occur at, move at, extend between, work with, popularize by, base on, pull on, result in, trap in, discharge at, focus on, find out, store up, travel through, run at, trap in, think of, store in, focus on, store in, ignore by",21,7.87,54,21,10,74,85,90,90,92,American,AL,https://www.youtube.com/watch?v=gojmWPIknB8
AL256,"look at, surround by, lead to, make out, refer in, refer to, look like, figure out, set up, talk about, last for, die out, use by, see within, bring with, come across, use as, erect in, hold on, bring to",19,3.84,73,8,5,82,87,89,89,89,American,AL,https://www.youtube.com/watch?v=0BPZRg0lZWc
AL257,"figure out, pluck in, pay for, depend on, find out, answer by, represent by, think of, think of, start with, cut out, leave with, leave with, define as, raise to, need per, think of, leave with, base on, emerge in, think about, build on, work at, take as, think of",16,7.73,65,16,10,81,91,92,92,93,American,AL,https://www.youtube.com/watch?v=JxS2vMQ89YI
AL258,"represent as, send with, result in, charge for, publish in, base on, repeat with, know as, cancel out, compare to, result in, mean with, decrease due, compress beyond",17,3.72,65,15,10,81,91,93,93,93,American,AL,https://www.youtube.com/watch?v=wG4lOZmSB7M
AL259,"begin in, communicate between, figure out, travel beyond, send out, tune in, come from, result in, look for, look for, produce by, come from, culminate in, conduct by, base on, speak through, know as, accord to, impose on, know as, appear in, distribute in, think of, emerge in, communicate with, bear out, lead to",19,9.5,58,15,13,73,87,90,90,91,American,AL,https://www.youtube.com/watch?v=IQXXuRwdyZI
AL260,"highpitch versus, implement by, apply to, base on, send without, know as, use into, run into, lead to, limit by, zoom in, think of, select from, think of, think of, depend on, think of, consist of, jump to, apply to, look at, think about, emerge in",17,4.97,66,17,8,83,91,92,92,93,American,AL,https://www.youtube.com/watch?v=XmfIiC-J2go
AL261,"hide from, describe as, return to, tease out, focus on, base on, occur in, hide in, draw versus, go on, converge on, know as, conclude by, continue for, govern by, converge on, fall into, know as, look at, take up, go on, say in, explain in, dream about, start in, move to, depend on, base on, jump over, depend on, know as, publish by",21,6.21,57,20,12,77,89,90,90,92,American,AL,https://www.youtube.com/watch?v=TU4leSUF3fk
AL262,"relate to, think about, start with, write in, start off, look like, accord to, take into, begin with, begin with, begin with, write down, move to, define by, move to, take into, know for, go on, see in, tie up",20,3.44,64,14,12,79,91,91,91,92,American,AL,https://www.youtube.com/watch?v=joCXnxXNKIw
AL263,"communicate at, work on, pass through, point through, suffer from, result in, deploy across, form in, base on, hold up, lead by, focus on, speed up, base on, simplify after, lead to, control with, release by, think of, start with, lead to, base on, tabulate from, move down, intertwine with, relate to, look at, employ by, jump to, report by, transport by, rely on, rely on, drop to, think of, lead to",14,8.41,55,20,9,74,83,87,87,89,American,AL,https://www.youtube.com/watch?v=i4D4gTRxY24
AL264,"switch between, rely on, borrow from, stem from, bear in, relate to, act at, come to, develop by, graduate into, mark off, denote with, correspond to, occur in, write of, devise by, perfect by, dispatch with, know as, separate by, separate into, light in, think of, limited to, attribute to, break down, jump from, see at, expose at, follow by, compose of, orient as, think of, think of, travel between, usher in",19,8.03,57,16,10,74,84,86,86,89,American,AL,https://www.youtube.com/watch?v=qoVSCEsQIr4
AL265,"begin with, take for, accord to, store inside, know as, base on, think of, link to, think of, return to",18,2.78,68,17,7,85,93,95,95,96,American,AL,https://www.youtube.com/watch?v=K3yw5BwBe48
AL266,"begin with, detect over, lead to, roll in, think of, decide to, think of, turn out, roll in, proceed by, proceed to, assign to, send in, come up, play with, hit on",12,4.49,75,13,7,88,94,96,96,97,American,AL,https://www.youtube.com/watch?v=H8R2GNtYXw4
AL267,"know for, look for, migrate towards, come across, write in, travel in, find in, return to, think about, know as, find in, date before, decide on, find in, date before, return to, march down, start with, find in, date to, strike down, look for, write as, translate to, separate from, advance towards, know of",13,6.26,64,13,10,77,86,89,89,91,American,AL,https://www.youtube.com/watch?v=DY79xZyUsuY
AL268,"apply to, think of, return to, think of, drive by, put into, build off, see in, consist of, play in, think of, use for, type on, speed over, limit by, receive at, smooth out, bleed into, run into, define as, persist for",15,4.16,54,21,13,74,87,89,89,90,American,AL,https://www.youtube.com/watch?v=0QjXPM4obB0
AL269,"connect to, form around, form around, pull from, occur on, turn out, think of, compare to, observe with, interpose between, result in, lead of, bring into, base on, place at, change after, connect to, jump without, follow by, figure out, point along, travel around, point through, suspend in, apply to, push through, balance on, know as, apply at, think about, come up, wait for",17,5.34,59,22,8,80,88,91,91,93,American,AL,https://www.youtube.com/watch?v=4tsjsG1iv4o
AL270,"figure out, occur during, result in, figure out, work at, mispunche in, root in, face with, build on, add to, lead to, start with, represent by, place inside, look at, add up, end up, place in, know as, correct for, cause by, store on, send per",19,4.43,56,23,11,79,90,91,91,92,American,AL,https://www.youtube.com/watch?v=J1aHqJTllSM
AL271,"begin with, encounter in, contain at, get to, teach in, leave out, fall into, get to, behave like, get to, know from, put in, pick up, look at, pick up, figure out",12,2.87,79,9,3,88,91,91,91,92,American,AL,https://www.youtube.com/watch?v=U0FcC6bcmGw
AL272,"speak about, happen in, happen in, stare at, talk at, have for",9,1.23,82,8,3,90,93,94,94,94,American,AL,https://www.youtube.com/watch?v=hV57fD860xk
AL273,"talk to, talk about, talk about, talk about, talk about, talk about, speak in, refer to, say to, remain in, talk about, talk about, talk about, talk about, happen before, happen in, complete in, talk about, refer to",9,1.78,83,9,3,92,95,95,95,95,American,AL,https://www.youtube.com/watch?v=YqqxSYBsNPw
AL274,"seem like, depend on, go on, go on, form by",14,1.69,84,6,3,90,93,94,94,95,American,AL,https://www.youtube.com/watch?v=2drTdp-ah-o
AL275,"talk about, agree with, agree with, look up, look up, take off, talk about, make by, feel like, talk about, happen in",10,3.58,76,13,2,90,92,92,92,92,American,AL,https://www.youtube.com/watch?v=zFFT4mJNtyo
AL276,"talk about, begin with, come out, start off, talk about, talk about, take out, talk about, apply to, keep on, talk about, talk about, talk about, stand in, think about, stand in",9,1.43,83,7,2,90,92,93,93,93,American,AL,https://www.youtube.com/watch?v=qpkI-tUuxZ4
AL277,"talk about, write out, depend on, talk about, divide up, talk about, talk about, refer to, refer to, talk about, belong to, talk about, refer to, talk about, distinguish between, figure out, correspond to, talk about, talk about, talk about, check out",12,2.37,81,10,4,92,95,96,96,96,American,AL,https://www.youtube.com/watch?v=783kdYIYJkk
AL278,"get down, talk about, behave like, behave like, behave like, behave like, behave like, behave like, behave like, point out, mean by, behave like, talk about, work as, act like, say to, establish in, talk about, talk about, talk of, act like, behave like",9,2.99,76,10,4,86,90,92,92,93,American,AL,https://www.youtube.com/watch?v=Va5nDNmH68M
AL279,"talk about, talk about, look like, contrast with, talk about, talk to, look like, do to, oppose to, trip up, talk to, talk about, talk to, talk to, talk to, think about, end up",11,3.93,79,7,4,86,89,90,90,91,American,AL,https://www.youtube.com/watch?v=hiWtMLO-E9s
AL280,"talk about, come by, come by, refer to, refer to, refer to, work with, shake out, apply to, get into",10,1.5,78,10,6,87,93,93,93,94,American,AL,https://www.youtube.com/watch?v=ReOOp2Z8vuM
AL281,"talk about, start off, abide by, stick out, make up, argue at, susse out, start with, choose between, take out, use for, come up, come over, shake out, refer to, refer to, shake out",15,4.65,71,8,5,79,85,88,88,88,American,AL,https://www.youtube.com/watch?v=wjTJAsj3XM4
AL282,"talk about, oppose to, cause in, imagine in, take over, go in, expand from, puzzle over, talk to, talk to, talk to, precede by, talk to, use for, talk to, talk to, take over, move into",15,3.6,74,12,5,86,91,92,92,93,American,AL,https://www.youtube.com/watch?v=Lg1UWLJavNY
AL283,"talk to, start off, act on, do to, do to, sub out, figure out, depend on, refer to, speak of, do to, oppose to, look like, go from, come to",10,3.16,81,9,2,89,91,92,92,92,American,AL,https://www.youtube.com/watch?v=tzIovOOHR30
AL284,"distinguish between, fall into, talk about, fall into, start out, forget about, match up, say in, start off, talk about, stick with, start out, talk about, stick with, pop with, start off, talk about, stay in, think about, start in, cross over",19,2.97,81,8,4,89,93,94,94,94,American,AL,https://www.youtube.com/watch?v=9IB9SL26rDA
AL285,"encode into, play out, extend throughout, talk about, apply to, walk into, shoot out, refer to, go out, refer to, talk about, look at, look at, match up, match up, oppose to, sound like, talk about, talk about, mean about, link up, match up, figure out",15,3.23,79,9,3,88,91,94,94,94,American,AL,https://www.youtube.com/watch?v=qpkQ4drlBH8
AL286,"talk about, say on, fall into, think of, use as, object in, say to, refer to, refer to, refer to, distinguish between, refer to, treat as, refer to, refer to, refer to, get to, look at, crouch behind, see in, refer to, refer to, use as, treat as",13,4.08,72,12,5,84,89,91,91,91,American,AL,https://www.youtube.com/watch?v=sfg_IpsIheA
AL287,storm off,10,1.83,81,6,3,88,91,91,91,93,American,AL,https://www.youtube.com/watch?v=yk_M2lOfss4
AL288,"use in, get in, talk about, talk about, know as, go to, switch out, go to, look like, check out, agree with, like for, talk about, think of, recall from, overtake by, Love by, happen to, decrease as, take over, take on, reserve for, use for, refer to, get to, happen in, like with, look to, rely on, get into, speak of, accord to, refer to, rage over, refer to, oppose to, happen to, expand into, come from",15,6.67,61,14,8,75,83,86,86,87,American,AL,https://www.youtube.com/watch?v=fc72SOFcjiM
AL289,"stand on, refer to, refer to, look at, come from, come from, throw on, throw on, throw on, work on",16,2.12,79,8,5,86,91,92,92,93,American,AL,https://www.youtube.com/watch?v=-oNQ0o7GGW8
AL290,"figure out, think about, talk about, think about, talk about, think about, talk about, aim for, talk about, talk about, talk about, talk about, talk about, say for, indicate by, talk about",8,1.89,79,11,5,90,95,95,95,96,American,AL,https://www.youtube.com/watch?v=wCnczOhm3Ww
AL291,"ask for, oppose to, ask for, use for, work in, depend on, come after, say in, look for",10,2.82,76,11,1,87,88,89,89,89,American,AL,https://www.youtube.com/watch?v=zaotY3sXx5w
AL292,"talk about, come from, slap on, think of, see like, put on, ly on, add ly, tack on, put on",12,2.51,80,6,2,86,89,90,90,91,American,AL,https://www.youtube.com/watch?v=SVtPgkoiDnc
AL293,"know about, pick up, grow up, go like, make up, sound like, sit down, scompe on, agree with, look at, disagree about, talk about, look at, fit into, scoot down, look up, go to, arrive at, work in",15,4.19,74,10,4,84,88,88,88,90,American,AL,https://www.youtube.com/watch?v=nZmsTTf4j30
AL294,"go to, feel like, do on, come before, make up, stay in",15,2.74,76,5,6,82,88,89,89,90,American,AL,https://www.youtube.com/watch?v=NNpF9T5Djug
AL295,"remember from, look like, put in, think about, make up, stick around, talk about, figure out, look at, make up, do with, find out",14,2.72,79,6,2,85,87,88,88,89,American,AL,https://www.youtube.com/watch?v=lX94m02EECY
AL296,"talk about, look at, figure out, turn out, look in, look in, end in, look like, look like, end in, end in, get into, end in, mean like, end in, cover in, know about, crosse out, end in, behave like, end in",12,4.89,73,6,4,79,83,85,85,86,American,AL,https://www.youtube.com/watch?v=3ajM_HLHWZY
AL297,"talk about, figure out, look at, figure out, figure out, grow up, use in, grow up, grow up, grow up, figure out, happen in, know as, ask about, ask about",10,2.29,77,7,5,84,88,91,91,91,American,AL,https://www.youtube.com/watch?v=g7_ad07ACAM
AL298,"talk about, look at, look at, talk about, double down, double down, talk about, talk about, serve as, think of, think of, figure out, double down, talk about, use for",15,3.84,75,7,5,82,87,89,89,91,American,AL,https://www.youtube.com/watch?v=Odqm0oj3Vq8
AL299,"talk about, talk about, relate to, rid of, splurge on, talk about, wear at, wear at, belong to, figure out, relate to, figure out",12,2.35,83,8,1,90,92,92,92,92,American,AL,https://www.youtube.com/watch?v=-uzherB4vrg
AL300,"talk about, set up, talk about, talk about, use in, worry about, think of, think of, talk about, talk about, stand at, talk about, come from, come from, hop off, oppose to, hop off, go out, talk about, talk about, go to",15,3.09,75,10,2,85,87,90,90,92,American,AL,https://www.youtube.com/watch?v=Pb7ygK5V3hA
AL301,"take on, occur in, talk about, go through, refer to, happen after, come out, take out, talk about, talk about, emerge from, go on, last for, happen on, have until",16,3.71,74,9,4,83,87,90,90,91,American,AL,https://www.youtube.com/watch?v=IezGqTFezfs
AL302,"talk about, talk about, come up, talk about, do with, get to, say about, talk about, say to, mean by, figure out, write by, talk about, use for",11,2.03,80,10,1,90,90,90,90,92,American,AL,https://www.youtube.com/watch?v=tQ0KcmK7jxY
AL303,"talk about, add to, begin with, use between, zip between, go in, decide between, make up, choose between, frolic among, distinguish between, distinguish between, fly between, dance through, frolic through, distinguish between, use among, say for, look at, run around, go around, go around, talk around, campaign against, mean in, talk about, talk about, go on, go to, look at, get inside, go past, think about, list in",18,5.56,68,12,5,81,85,87,87,89,American,AL,https://www.youtube.com/watch?v=iJM02F4oicc
AL304,"talk about, look at, be with, begin with, compose of, treat as, look at, modify by, behave as, look at, present like, affect by, act like, work in, attach to, enjoy of, behave like, say in, modify from",22,4.05,75,8,4,83,88,90,90,91,American,AL,https://www.youtube.com/watch?v=4UBRVJxEqLA
AL305,"talk about, throw out, live in, end in, vest in, take away, put up, attribute to, live in, function as, write about, read in, prevail in, find in, work in, come from, embark on, attest in, position before, attach to, relate to, go on, communicate with, add up, come over, come from",14,5.23,68,10,7,78,85,86,86,87,American,AL,https://www.youtube.com/watch?v=JWHRn1vAYF8
AL306,"talk about, talk about, write by, perform by, talk about, worry about, get to, go through, use over, get for, talk about, speak with, choose between, holler at, set up, set up, cover in",14,3.29,70,10,5,80,85,87,87,88,American,AL,https://www.youtube.com/watch?v=WVz0g2iBKU
AL307,"talk about, back up, stand on, stand on, compose of, work as, lean against, lay up, get up, separate into, look at, begin with, separate into, love to, stand on, recognize as, use in",19,3.86,75,11,6,86,92,93,93,94,American,AL,https://www.youtube.com/watch?v=0KOafFc_Ico
AL308,"talk about, look like, come from, mean with, go through, start off, set up, choose between, set up, learn about, talk about, set up, happen as, set up, set up, offer up, check out",18,2.36,74,10,2,84,86,86,86,87,American,AL,https://www.youtube.com/watch?v=2MX7lDSeddw
AL309,"raise like, start by, look at, look at, look at, begin with, access by, leap into, like about, bring into, say after, begin with, talk about, come from, come from, get to, stand on, stand on, lean up, lean on, stand up, attach to, think about, build towards, use at, follow up, begin with, lean on",22,4.82,71,11,7,82,90,91,91,92,American,AL,https://www.youtube.com/watch?v=n_kDY1MZzy0
AL310,"talk about, end to, go at, end in, end in, go to, go to, use for, use for, go at, throw out",10,1.91,79,7,1,86,87,89,89,90,American,AL,https://www.youtube.com/watch?v=0NJmXbhYP2U
AL311,"fall under, cut through, refer to, use for, set off, remember about, go at, go in",16,2.66,74,11,2,85,87,87,87,88,American,AL,https://www.youtube.com/watch?v=yHF-kYHc4Mw
AL312,talk about,14,1.56,76,7,4,83,87,87,87,88,American,AL,https://www.youtube.com/watch?v=WGFVU2TuAM8
AL313,"talk about, talk about, live at, talk on, separate out, refer to, use in, use in, separate out, get to, talk about, talk about",10,2.1,79,8,3,87,90,90,90,90,American,AL,https://www.youtube.com/watch?v=7Clk0UeI778
AL314,"relate to, happen at, separate off, talk about, write out, begin with, come in, take off, lead with, stand on, stand on, proceed to, take off, look at, look at, come before, connect by, join by, sub out, rid of, put in, think about, talk about, do in, look at",19,3.23,79,8,6,87,92,93,93,94,American,AL,https://www.youtube.com/watch?v=rKEV9izPQy8
AL315,"go to, do in, look like, put in, separate out, see from, go for, go for, go for, go for",14,1.48,80,8,1,88,89,90,90,92,American,AL,https://www.youtube.com/watch?v=2k3qRW-bJ20
AL316,"look for, consume by, begin with, begin with, launch into, talk about, start off, follow by, go to, talk about, separate between",21,2.65,77,8,6,85,91,92,92,92,American,AL,https://www.youtube.com/watch?v=-_YfOZAOvSc
AL317,"talk about, figure out, go for, start into, divide between, separate between, abide by, comma with, act as, take off, get like, ramp up, end with",11,2.19,75,9,3,84,87,89,89,91,American,AL,https://www.youtube.com/watch?v=nJV2xquVgf0
AL318,"talk about, come from, put on, do with, go to, go to, clarify by, go to, go to, set off, relate to",15,2.09,79,6,7,85,92,92,92,92,American,AL,https://www.youtube.com/watch?v=MitIC3iLPlY
AL319,"guide for, say about, stick with, depend on, write for, abide by",14,3,71,12,4,83,86,86,86,87,American,AL,https://www.youtube.com/watch?v=NtVGBtR5yWc
AL320,"talk about, float in, stand in, stand in, look like, look like, take out, talk about, belong to, go on, belong to, do in, use for, belong to, belong to, look like, belong to",15,3.46,76,10,1,86,87,90,90,91,American,AL,https://www.youtube.com/watch?v=Mm6rKkol3ME
